BusinessName,ClosingTime,Capacity,Phone,Address,Location,LocationComment
"GLORY RBG, LLC",2:00 AM,449,NULL,"200 High ST, Boston MA","(42.3569571, -71.0519125)",IN 2 ROOMS ON THE FIRST FLOOR; ONE ROOM ON LOWER LEVEL AND BASEMENT FOR STORAGE AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M. AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL SIDEWALK CAFE AT 131 BROAD
"SMJ GROUP, LLC",1:00 AM,115,NULL,"1357 Washington ST, Roxbury MA","(42.3416294, -71.0693269)",IN ONE ROOM ON STREET LEVEL  WITH KITCHEN  DINING ROOM AND THREE BATHROOMS; STORAGE IN THE BASEMENT.
"MELA GROUP, INC.",1:00 AM,49,NULL,"574 Tremont St, Roxbury MA","(42.3433605, -71.07244419999999)",IN FOUR ROOMS ON STREET LEVEL WITH KITCHEN; BASEMENT FOR STORAGE.
"THE BACK DECK, INC.",1:00 AM,142,NULL,"10 West ST, Boston MA","(42.354567, -71.0622557)",IN ONE ROOM ON FIRST FLOOR WITH KITCHEN AND RESTROOMS IN REAR; OFFICES  STORAGE  PREP AREA AND STAFF LOCKER ROOM WITH BATHROOM IN BASEMENT; ONE ENTRANCE/EXIT EACH ON WASHINGTON STREET AND WEST STREET. CAPACITY BREAKDOWN: 142 TOTAL: 110-PERSONS SEATED DINING; 19-PERSONS SEATED BAR; 13-PERSONS STANDIN
FLORENTIA CORP.,1:00 AM,24,NULL,"130 Jersey St, Boston MA","(42.3424245, -71.09650460000002)",In one room and kitchen on the first floor; basement for stock.
"PHO BASIL, INC.",12:30 AM,60,NULL,"177 Massachusetts AV, Boston MA","(42.3458011, -71.0873574)",@ 177A MASSACHUSETTS AVENUE: Rear exit for emergency and stock; in one room on first floor with kitchen and stockroom.
"FARANDOLE, LLC",11:00 PM,48,(978)866-3663,"175 Massachusetts AV, Boston MA","(42.3458411, -71.08737959999999)",175 Massachusetts Avenue; Boston  MA 02115.  With 2 entrances/exits; 1 on Massachusetts Ave.  One in rear of the building  containing 1 dining room  1 kitchen  2 bathrooms  2 walk in coolers and 2 storage rooms.
"TRIANGLE RESTAURANT, LLC",MIDNIGHT,0,(617)909-3144,"304 Stuart ST, Boston MA","(42.3497886, -71.0707232)",On three floors and lower level - Utilities  bathrooms  storage  back of house on Lower Level; Food prep  cooking area  counter seating  take out area  on First Floor; Main kitchen  bathrooms on Second Floor; Dining area  tables and chairs  on Third Floor. 2 Entrances - main entrance and service ent
"BONCHON ALLSTON, LLC",1:00 AM,88,NULL,"101 Brighton AV, Allston MA","(42.3530206, -71.1302597)",121-123 BRIGHTON AVENUE ALLSTON  MA 02134 - WITH 3 ENTRANCES/EXITS  1 ON BRIGHTON AVENUE AND 2 IN THE REAR OF THE BUILDING  CONTAINING 1 DINING ROOM  1 KITCHEN  2 BATHROOMS  3 WALK IN COOLERS  2 STORAGE ROOMS  AND 1 OFFICE.
"TABAR, INC.",10:00 PM,18,NULL,"611 Dorchester AV, South Boston MA","(42.3288102, -71.0571358)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
"DOT BOY, INC.",1:00 AM,86,NULL,"476 Commonwealth AV, Boston MA","(42.34851099999999, -71.093852)",ONE ROOM  KITCHEN AND STOCK IN BASEMENT AND TO INCLUDE AN OUTSIDE PATIO ON PRIVATE PROPERTY FOR 18 PATRONS.
"Fairouz Restaurant, Inc.",MIDNIGHT,66,NULL,"5268 Washington St, West Roxbury MA","(42.2593278, -71.1588465)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994. RESTAURANT #36A W-TAKE OUT  #37 & #38 ENTERTAINMENT
"POE'S PUB, INC.",2:00 AM,95,NULL,"782 Tremont St, Roxbury MA","(42.3389288, -71.0805811)",1700 SQ FT RESTAURANT/TAVERN LOCATED ON THE 1ST FLOOR. PREMISES ARE LOCATED ON THE SOUTHWEST CORNER OF THE INTERSECTION OF TREMONT STREET AND MASSACHUSETTS AVENUE.  MAIN ENTRANCE AND SECONDARY MEANS OF EGRESS LOCATED ON TREMONT STREET. TO INCLUDE A SEASONAL SIDEWALK CAFE FROM MAY 1ST THROUGH
"AMICI, INC.",1:00 AM,49,NULL,"111 N Washington ST, Boston MA","(42.3655842, -71.0581455)",REAR AND SIDE EXITS  ONE ROOM FIRST FLOOR  ONE ROOM IN BASEMENT  KITCHEN STREET LEVEL  SECOND FLOOR FOR FLOOR  THIRD FLOOR FOR STORAGE.
"MODERN PASTRY, INC",MIDNIGHT,94,(781)589-6571,"261 Hanover ST, Boston MA","(42.3633302, -71.0547308)",ONE ROOM ON THE FIRST FLOOR  STORAGE AND KITCHEN IN THE REAR; ONE ROOM IN THE BASEMENT.  Capacity breakdown: 1st fl - 80; basement - 40. KITCHEN IN BASEMENT.
"NORTH STREET GRILLE & CAFÉ, INC.",11:00 PM,40,NULL,"229 North ST, Boston MA","(42.3633947, -71.0525387)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
"PIERROT, INC.",MIDNIGHT,36,NULL,"272 Cambridge St, Boston MA","(42.3609838, -71.0680064)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.
SHABU ZEN INTERNATIONAL,11:30 PM,152,NULL,"78 Brighton AV, Allston MA","(42.352236, -71.129103)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.
"Suishaya, Inc.",2:00 AM,48,(617)423-3848,"2 Tyler ST, Boston MA","(42.3512225, -71.0603856)",ONE ROOM ON FIRST FLOOR WITH KITCHEN IN REAR  FRONT DOOR ON TYLER STREET WITH ADDITIONAL EXIT ON BEACH STREET; BASEMENT FOR STORAGE AND PREPARATION.
"AMPHITRYON RESTAURANT GROUP, LLC",12:00 AM,16,(617)325-8686,"153 Belgrade AV, Roslindale MA","(42.2864431, -71.1369946)",IN ONE ROOM ON THE FIRST FLOOR/TAKE-OUT IN CENTER AND DINING AREA TO THE RIGHT  WITH STORAGE AND OFFICE SPACE IN BASEMENT.  ENTRANCE IN FRONT AND TWO EXITS TO THE RIGHT OF THE DINING ROOM.  ALSO ONE EXIT ON THE LEFT FROM THE KITCHEN.
"AL-WADI RESTAURANT, LLC",MIDNIGHT,95,NULL,"1249 VFW PW, West Roxbury MA","(42.2771509, -71.1725731)",SIDE AND REAR EXITS FOR EMERGENCY AND STOCK; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR  CELLAR FOR STOCK.
"MYERS & CHANG, LLC",MIDNIGHT,75,NULL,"1143 Washington ST, Roxbury MA","(42.343808, -71.06632429999999)",IN ONE ROOM WITH DINING ROOM AND KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.
"NICOLE'S PIZZA, INC.",11:00 PM,11,NULL,"639 Tremont St, Roxbury MA","(42.3423541, -71.0751957)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR  ALSO TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 16 PATRONS FROM APRIL THROUGH OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.
"DRYDOCK CAFÉ, LLC",11:00 PM,75,NULL,"7 Dry Dock Av, Boston MA","(42.3444999, -71.0365832)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994.
"HONG ZE RESTAURANT, INC.",2:00 AM,106,NULL,"19 Hudson ST, Boston MA","(42.350637, -71.06031999999999)",IN ONE ROOM ON THE FIRST FLOOR USED FOR DINING; KITCHEN AND STORAGE IN THE BASEMENT.
"BUBOR CHA-CHA RESTAURANT, LLC",2:00 AM,60,NULL,"45 Beach St, Boston MA","(42.35124709999999, -71.06085829999999)",IN ONE DINING ROOM WITH KITCHEN ON FIRST FLOOR; STORAGE AND PREP AREA IN BASEMENT.
"CJ WASHINGTON STREET, LLC",2:00 AM,0,NULL,"821 Washington ST, Boston MA","(42.3488251, -71.0646084)",In whole said of premises-comprising unit No. 1 in the Washington Oak Commercial Condominium. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)
"SOFI'S RESTAURANT GROUP, LLC",MIDNIGHT,49,NULL,"18 Corinth St, Roslindale MA","(42.2863877, -71.1300898)",In one room on the first floor; kitchen in the rear. In 2 rooms on second floor for prep area & storage  basement for storage and to include an outdoor seasonal patio on Private Property for 54 patrons between the hours of Noon - Midnight.  Capacity breakdown: seating dining - 44  bar standing - 5.
"Jung Enterprises, Inc.",10:00 PM,46,NULL,"174 Harvard Av, Allston MA","(42.3513239, -71.1312797)",In one room on the first floor with kitchen in the rear and storage in the basement.
N&N FOODS INCORPORATED,1:00 AM,45,(617)254-2254,"1799 Commonwealth Av, Brighton MA","(42.340599, -71.15153839999999)",1799 COMMONWEALTH AVENUE; IN ONE ROOM ON THE 1ST FLOOR WITH KITCHEN; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC PROPERTY FOR 10 PATRONS FROM MAY 1ST - NOVEMBER 1ST BETWEEN THE HOURS OF 11:00 AM - 11:00 PM
"21ST, INC.",2:00 AM,96,NULL,"150 Bowdoin ST, Boston MA","(42.358404, -71.06266049999999)",In two rooms  kitchen and stockroom on the first floor
"THE WINE BAR, LLC",2:00 AM,263,NULL,"49 Temple PL, Boston MA","(42.3548543, -71.06187129999999)",IN ONE ROOM ON THE FIRST FLOOR WITH MEZZANINE; TWO ROOMS IN BASEMENT WITH KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: LOWER LEVEL -- 9 @ BAR STOOLS  63 @ TABLES & CHAIRS  30 STANDING; FIRST FLOOR -- 10 @ BAR STOOLS  68 @ TABLES & CHAIRS  22 STANDING; MEZZANINE -- 49 PERSONS.
"VERDI, LLC",2:00 AM,233,NULL,"105 Huntington Av, Boston MA","(42.3461671, -71.0811793)",In one room on the first floor  dining lounge area  kitchen and storage in the rear  and to include a seasonal outside patio. CAPACITY BREAKDOWN: BAR STOOLS 15  TABLE SEATING 190  OUTDOOR CAFE  005   12 & OUTDOOR CAFE 006 16.
"CARMAC, INC.",2:00 AM,240,NULL,"6 Beacon ST, Boston MA","(42.3580426, -71.06152310000002)",IN TWO ROOMS ON  FIRST FLOOR; KITCHEN AND STORAGE IN TWO ROOMS IN BASEMENT.  Capacity breakdown: 120 @ Emmetts; 120 @ 6-B Side.
"81 L ST., LLC",1:00 AM,60,NULL,"81 L St, South Boston MA","(42.3345705, -71.0355651)",WITH REAR SIDE EMERGENCY EXITS; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STORAGE. BAR WITH 10 STOOLS.
HAMPSHIRE HOUSE CORPORATION,2:00 AM,84,NULL,"220 Northern AV, Boston MA","(42.3491069, -71.03888909999999)",1490 FOOT KIOSK LOCATED ON LIBERTY WHARF ON NORTHERN AVENUE IN SOUTH BOSTON SEAPORT DISTRICT.  ONE STORY BUILDING WITH ONE OPEN ROOM  2 ENTRANCES AND EGRESSES STORAGE IN REAR.  YEAR- ROUND OUTDOOR PATIO SEATING FOR 60 PATRONS.  LAND OWNED BY MASSPORT.
"FOOD FOR THOUGHT DINING, LLC",1:00 AM,180,NULL,"92 MASSACHUSETTS AVE, Boston MA","(42.348563, -71.08815609999999)",IN THREE ROOMS AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.
"BUILDING ASSOCIATION, OLD DORCHESTER POST #65",2:00 AM,252,NULL,"500 Gallivan BL, Dorchester MA","(42.2830017, -71.0562303)",In whole of said building.
"99 RESTAURANTS OF BOSTON, LLC",1:00 AM,226,NULL,"29 Austin ST, Charlestown MA","(42.3752138, -71.0648702)",One room  with separate kitchen  office   storage room  & kitchen on  first floor.
"AREA FOUR CENTRAL OPERATING, LLC",2:00 AM,0,NULL,"275 Albany ST, Roxbury MA","(42.343611, -71.062692)",First floor indoor restaurant  including Restaurant Dining Area (+/- 1 251 SF) with seating for eighty-seven (87) patrons and Bar Dining Area (+/- 682 SF) with seating for thirty-four (34) patrons. Kitchen in rear with back of house (+/- 1 361). Outdoor Patio Area (+/- 367 SF) with seating for twent
"253 Food and Spirit, LLC",2:00 AM,335,NULL,"255 Tremont ST, Boston MA","(42.3504871, -71.06527109999999)",Rear entrance from privateway to first floor for stock; two rooms first floor; three rooms second floor for office space; cellar for stock; CAPACITY BREAKDOWN: RESTAURANT-335 PERSONS(BAR STOOLS 1ST FLR-32 PERSONS TABLES & CHAIRS 1ST FLR -45 PERSONS STANDING 1ST FLR -53 PERSONS BAR STOOLS 2ND FLR 2
"BBRG TR, LLC",2:00 AM,425,NULL,"777 Boylston ST, Boston MA","(42.3493178, -71.08130059999999)",777-793 Boylston Street; stock in two rooms and one kitchen on the first floor  one room on second floor  and one room in basement level with storage and outdoor patio. CAPACITY; 222 1'ST FLOOR  180 2'ND FLOOR  23 BASEMENT.
"ACAPULCO MEXICAN RESTAURANT, INC.",12:00 AM,92,NULL,"464 Centre ST, Jamaica Plain MA","(42.3191973, -71.1116179)",IN TWO DINING ROOMS WITH BAR AREA AND KITCHEN ON FIRST FLOOR; BASEMENT FOR STORAGE.
ADDIS RED SEA ETHIOPIAN CORP.,1:00 AM,68,NULL,"544 Tremont St, Roxbury MA","(42.3440249, -71.07106379999999)",In two rooms on the first floor with kitchen in the rear storage in the basement.
"AMERICAN AIRLINES, INC.",2:00 AM,180,NULL,"Logan Airport, Terminal B, East Boston MA","(42.3645508, -71.0195449)",IN SIX ROOMS ON SECOND FLOOR UPPER LEVEL.
Flik International Corp.,1:00 a.m.,86,(516)622-4020,"500 Logan Airport Terminal E, East Boston MA","(42.37026849999999, -71.0191923)",Private airline lounge with 1 929 square feet open only to ticketed passengers.
"HIGHLAND TAP OF BOSTON, INC.",2:00 AM,103,NULL,"2128 Washington ST, Boston MA","(42.3316839, -71.08164880000001)",Rear entrance to kitchen from 1 Eustis Street; Bulkhead entrance on Eustis Street for stock; One room and kitchen on first floor; cellar for stock.  2128 WASHINGTON STREET  ROXBURY  MA  02119
TRUSTEES OF BOSTON UNIVERSITY,1:00 AM,450,NULL,"925 Commonwealth AV, Boston MA","(42.35219010000001, -71.11772979999999)",INCLUDING LOBBY LOUNGE STREET LEVEL; CLUB ROOM AND 36 PRIVATE SUITES CONCOURSE LEVEL; ALSO 2 PRIVATE MEETING ROOMS IN BUILDING; STORAGE IN THE LOWER LEVEL OF THE FACILITY.
"TRUSTEES OF BOSTON UNIVERSITY, INC.",1:00 AM,8000,NULL,"925 Commonwealth AV, Boston MA","(42.35219010000001, -71.11772979999999)",AGGANIS ARENA: INCLUDING ALL CONCESSIONS STANDS ON THE CONCOURSE LEVEL  STORAGE IN THE LOWER LEVEL OF FACILITY.
"WESTERN HOST, INC.",2:00 AM,0,(978)989-9464,"401 D St, Boston MA","(42.3435338, -71.0445982)",13 FLOOR  330 ROOM HOTEL WITH PENTHOUSE  LOBBY BAR THREE (3) GRAND BALLROOMS  TWO (2) JUNIOR BALLROOMS  AND SIX (6) SMALLER MEETING ROOM/BREAKOUT SPACES.
"ALOFT LOUNGE, LLC",2:00 AM,0,(617)501-5491,"401 D St, Boston MA","(42.3435338, -71.0445982)",Unit 1A located in dedicated space on first floor of thirteen (13) floor hotel. First floor: Indoor area located in three (3) rooms consisting of Bar Area 1 (+/- 1 480 SF) with seating for eighty two (82); Dining Area (+/- 1 475 SF) with seating for ninety six (96); Bar Area 2 (+/- 600 SF) with seat
"AMERICAN MULTI-CINEMA, INC.",1:00 AM,4498,(617)423-5801,"175 Tremont ST, Boston MA","(42.3531263, -71.0639154)",A NINETEEN AUDITORIUM MOVIE THEATRE  LOBBY AND CONCESSIONS ARE WITH STORAGE AND SERVICE ROOMS OCCUPYING APPROXIMATELY 113 000 SQUARE FEET  WITH 5 ENTRANCES AND 5 EXITS.
"MARKETPLACE SALOON, INC.",2:00 AM,92,(617)523-8928,"294 Faneuil Hall Marketplace, Boston MA","(42.36018809999999, -71.0539281)",TWO EXITS AND ENTRANCE FROM NORTH AND SOUTH MARKET STREETS; IN ONE ROOM AND KITCHEN AREA IN BASEMENT WITH ENLARGED SEASONAL PATIO ABUTTING THERETO ON SOUTH MARKET STREET.  AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL PATIO ONTO NORTH MARKET STREET WITH A CLOSING HOUR OF 1:00 A.M.
AMRHEIN'S INCORPORATED,1:00 AM,220,NULL,"80 W Broadway ST, South Boston MA","(42.3418764, -71.055116)",80 84 WEST BROADWAY; 61 A STREET EMERGENCY EXIT - IN THREE ROOMS  KITCHEN FIRST FLOOR  BASEMENT FOR STOCK AND TO INCLUDE (2) OUTDOOR SEASONAL PATIOS FROM MAY - OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.  SIDEWALK PORTION OF PATIO IS ON DPW LAND.
ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,2:00 AM,64,NULL,"433 Columbus AV, Boston MA","(42.3440389, -71.07788839999999)",Rear entrance to basement from yard; in one room and kitchen on first floor; cellar for stock.
"ANGELA'S CAFE GROUP, INC.",10:00 PM,19,NULL,"131 Lexington ST, East Boston MA","(42.3785201, -71.0349542)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
"ANGELA'S CAFE II, INC.",MIDNIGHT,60,(617)223-7277,"1012 Bennington ST, East Boston MA","(42.3870999, -71.006316)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN REAR  STORAGE IN THE BASEMENT.
"ANH HONG RESTAURANT, LLC",1:00 AM,95,NULL,"291 Adams ST, Dorchester MA","(42.299193, -71.05816800000001)",TWO ROOMS ON FIRST FLOOR  KITCHEN IN THE REAR  AND STORAGE IN CELLAR.
"FHM HOSPITALITY, INC.",2:00 AM,336,NULL,"100 Faneuil Hall Marketplace, Boston MA","(0, 0)",@ 100 SOUTH MARKET ST BLDG: In office  kitchen  storage & bakery in basement; 1 room & a covered & uncovered patio( 74' )on the 1st floor; 2 rooms  2 service areas & a balcony on 2nd floor; Entrance & exit at S.Market St&Faneuil Hall Mkpl unnumbered exit 
"ANTHONY'S PIER FOUR, INC.",2:00 AM,1076,NULL,"140 Northern AV, Boston MA","(42.35089250000001, -71.0435336)",In whole of building with summer patio (tent area)  refrigerated trailers in parking lot and floating barges to southeast of building for storage.  CAPACITY BREAKDOWN: 1ST FL - 568 (514 @ DINNING ROOM  54 @ RUM ROOM); 2ND FL - 508.
"ANTICO FORNO, INC.",1:00 AM,98,NULL,"93 Salem ST, Boston MA","(42.36375950000001, -71.0555571)",REAR ENTRANCE FOR STOCK AND EMERGENCY EXIT; IN ONE ROOM KITCHEN AND STOCKROOM ON THE FIRST FLOOR WITH A BAR FOR 8-10 PATRONS.
"286  CAMBRIDGE STREET, INC.",MIDNIGHT,56,NULL,"286 Cambridge ST, Boston MA","(42.36099979999999, -71.0681511)",There is one room on the first floor  including a dining area with fifty-six seats. There is a kitchen and one room in the basement for storage.
"Anthony's Restaurant Group, LLC",Midnight,0,(617)947-9407,"5 Fairmount AV, Hyde Park MA","(42.2555834, -71.1210704)",In one large room on the first floor  with kitchen  prep & storage in back and one bar with 8 seats in the dining room in front. Entrance and exit in the rear and front.
APPLE NEW ENGLAND LLC,1:00 AM,127,NULL,"381 Chestnut Hill Av, Brighton MA","(42.3350149, -71.15069199999999)",In two rooms and kitchen on first floor; cellar for stock  and to include an outside patio.  Patio capacity 36.
APPLE NEW ENGLAND LLC,1:00 AM,222,NULL,"Allstate RD, Dorchester MA","(42.325841, -71.06336379999999)",PREVIOUSLY KNOWN AS 1110 MASSACHUSETTS AVENUE @ SOUTH BAY SHOPPING CENTER - IN ONE LARGE ROOM ON THE FIRST FLOOR WITH BAR AREA  KITCHEN AND STORAGE IN THE REAR.
"569 TREMONT, INC.",1:00 AM,72,NULL,"569 Tremont ST, Roxbury MA","(42.3437833, -71.0724315)",569 TREMONT ST.: IN ONE ROOM ON FIRST FLOOR WITH AN OPEN KITCHEN  ONE ROOM IN THE BASEMENT WITH A KITCHEN AND STORAGE ROOM..
"ARIA TRATTORIA, LLC",MIDNIGHT,48,NULL,"253 Hanover ST, Boston MA","(42.3632026, -71.0547539)",IN ONE ROOM  KITCHEN AND STORAGE ON THE SECOND FLOOR.
Ariana Restaurant Incorporated,11:00 p.m.,48,(617)208-8072,"384 Western Av, Brighton MA","(42.3626709, -71.1379219)",In one large room on 1st floor  kitchen and storage on left side with one entrance on Western Avenue and exit on opposite side.
"DONAN, INC.",2:00 AM,99,NULL,"4 Prince ST, Boston MA","(42.3640619, -71.05368899999999)",FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN FOUR ROOMS; WITH BAR FOR TEN SEATS.  STORAGE ROOM IN BASEMENT.  RESTAURANT AND KITCHEN ON FIRST FLOOR WITH PASSAGEWAY JOINING DINING ROOMS  4-6-8 PRINCE STREET  BOSTON  MA  02113
"NANCY'S, INC.",MIDNIGHT,19,NULL,"89 Charles ST, Boston MA","(42.3586901, -71.0705299)",IN ONE ROOM WITH KITCHEN AND ONE ROOM FOR STORAGE ON THE BASEMENT LEVEL.
"ASHMONT GRILL, LLC",1:00 AM,120,NULL,"555 Talbot AV, Dorchester MA","(42.2860648, -71.0647658)",TWO REAR EXITS TO YARD; IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE OUTDOOR SEASONAL GARDEN DINING FROM APRIL THROUGH OCTOBER FOR 60 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 7:00 A.M. - 11:00 P.M.
"ASIAN GARDEN, INC.",2:00 AM,42,NULL,"28 Harrison AV, Boston MA","(42.3519275, -71.0610356)",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.
SPACESHIP PICNIC LLC,NULL,49,NULL,"47 Massachusetts AV, Boston MA","(42.349808, -71.089298)",@ 47AB-49AB MASSACHUSETTS AVENUE: IN TWO ROOMS WITH KITCHEN AREA ON 1ST FLOOR; REAR EXIT FOR EMERGENCY AND STOCK; AND CELLAR FOR STOCK.  INCLUDES AN OUTDOOR SEASONAL (APRIL-OCTOBER) PATIO FOR 4 PATRONS.
"FARAI, INC.",11:00 PM,80,NULL,"407 Washington St, Brighton MA","(42.349323, -71.1551954)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.
"ATLANTIC BEER GARDEN, INC.",2:00 AM,228,NULL,"146 Northern AV, Boston MA","(42.3508334, -71.0427777)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL ROOF DECK FROM APRIL - OCTOBER ON PRIVATE PROPERTY FOR 120 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 2:00 A.M. AND TO INCLUDE 2 ADDITIONAL PATIOS: AN OUTDOOR DECK FOR SEATING ONLY IN THE REAR OF THE LI
"BBRG TR, LLC",2:00 AM,195,NULL,"761 Boylston ST, Boston MA","(42.3493673, -71.0812029)",IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN ALLEY IN REAR; IN ONE ROOM  KITCHEN  STORAGE AND OFFICE IN BASEMENT   TO INCLUDE AN OUTDOOR SEASONAL PATIO  BETWEEN THE HOURS OF 8:00 A.M - MIDNIGHT. CAPACITY BASEMENT 22  1'ST FLOOR 173  PATIO 23.
